"title","type","release_year","age_certification","runtime","genres","production_countries","imdb_score","imdb_votes","tmdb_popularity","tmdb_score"
"Zoey 101","SHOW",2005,"TV-G",25,"['drama', 'comedy', 'family', 'romance']","US",6.1,15808,53.044,8.2
"Insidious","MOVIE",2010,"PG-13",103,"['horror', 'thriller']","GLOBAL",6.8,303820,99.129,6.929
"War of the Worlds","MOVIE",2005,"PG-13",117,"['action', 'thriller', 'scifi']","US",6.5,444229,36.989,6.474
"DEATH NOTE","SHOW",2006,"TV-14",24,"['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime']","JP",9,309445,120.545,8.664
"The Vampire Diaries","SHOW",2009,"TV-14",42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']","US",7.7,314422,479.354,8.348
"Naruto","SHOW",2002,"TV-PG",23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']","JP",8.4,96729,218.843,8.363
"Wanted","MOVIE",2008,"R",110,"['action', 'thriller', 'crime', 'fantasy']","GLOBAL",6.7,384995,33.101,6.5
"Casino Royale","MOVIE",2006,NA,144,"['action', 'thriller', 'european']","GLOBAL",8,649676,40.164,7.518
"My Little Pony: Friendship Is Magic","SHOW",2010,"TV-Y7",22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","GLOBAL",7.6,20910,52.369,8.1
"Blade Runner: The Final Cut","MOVIE",2007,"R",117,"['action', 'thriller', 'scifi']","US",NA,NA,0.055091,9
"Chappelle's Show","SHOW",2003,"TV-14",21,"['comedy', 'music']","US",8.8,63107,14.116,8.1
"The Terminal","MOVIE",2004,"PG-13",128,"['drama', 'comedy', 'romance']","US",7.4,441752,21.384,7.3
"Michael Clayton","MOVIE",2007,"R",114,"['thriller', 'drama', 'crime']","US",7.2,165109,16.97,6.7
"Road to Perdition","MOVIE",2002,"R",117,"['thriller', 'documentation', 'drama', 'crime']","US",7.7,265216,18.739,7.4
"Victorious","SHOW",2010,"TV-G",25,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']","US",6.9,24838,71.494,8.221
"Big Fish","MOVIE",2003,"PG-13",125,"['action', 'fantasy', 'drama', 'romance']","US",8,437650,21.158,7.769
"The Hurt Locker","MOVIE",2008,"R",131,"['thriller', 'drama', 'war']","US",7.5,446904,28.341,7.3
"Troy","MOVIE",2004,"R",163,"['action', 'history', 'war', 'drama', 'european']","GLOBAL",7.3,527447,48.407,7.1
"Sherlock Holmes","MOVIE",2009,"PG-13",129,"['crime', 'thriller', 'action']","GLOBAL",7.6,625708,43.297,7.2
"Trailer Park Boys","SHOW",2001,"TV-MA",25,"['comedy', 'crime']","CA",8.6,42733,22.603,8
"Love Actually","MOVIE",2003,"R",135,"['drama', 'comedy', 'romance']","GLOBAL",7.6,476101,36.484,7.1
"America's Next Top Model","SHOW",2003,"TV-14",44,"['reality']","US",5.6,17905,14.501,5.3
"Get Smart","MOVIE",2008,"PG-13",110,"['comedy', 'thriller', 'action']","US",6.5,216695,22.421,6.2
"Quantum of Solace","MOVIE",2008,"PG-13",106,"['thriller', 'action']","GLOBAL",6.6,444241,31.298,6.304
"The Blind Side","MOVIE",2009,"PG-13",129,"['drama', 'sport']","US",7.6,327675,63.663,7.661
"Apocalypse Now Redux","MOVIE",2001,"R",196,"['drama', 'war', 'horror', 'thriller']","US",NA,NA,4.147341,9.8
"Identity","MOVIE",2003,"R",90,"['thriller']","US",7.3,240433,19.558,7.181
"I Am Legend","MOVIE",2007,"PG-13",101,"['scifi', 'thriller', 'action', 'drama']","US",7.2,745093,69.139,7.192
"The Fairly OddParents","SHOW",2001,"TV-Y7",23,"['comedy', 'scifi', 'animation', 'family', 'fantasy']","GLOBAL",7.2,38046,67.192,7.7
"Grown Ups","MOVIE",2010,"PG-13",102,"['comedy', 'drama', 'european']","US",5.9,249934,98.37,6.333
"The Girl Next Door","MOVIE",2004,NA,110,"['comedy', 'romance', 'drama']","US",6.7,223380,37.315,6.7
"Ned's Declassified School Survival Guide","SHOW",2004,"TV-G",25,"['family', 'comedy']","US",7.4,17864,33.115,8.6
"The Fighter","MOVIE",2010,"R",115,"['drama']","US",NA,NA,17.007,7.4
"Public Enemies","MOVIE",2009,"R",140,"['action', 'crime', 'drama', 'history', 'european']","GLOBAL",7,300773,85.039,6.7
"Not Another Teen Movie","MOVIE",2001,"R",89,"['comedy']","US",5.7,105352,36.438,5.8
"Blow","MOVIE",2001,"R",124,"['crime', 'drama']","US",7.5,258431,24.348,7.4
"Hancock","MOVIE",2008,"PG-13",92,"['fantasy', 'action', 'crime', 'drama']","US",6.4,476593,121.985,6.33
"iCarly","SHOW",2007,"TV-G",26,"['comedy', 'family', 'romance']","US",6.7,38877,100.996,8
"The Pursuit of Happyness","MOVIE",2006,"PG-13",117,"['drama', 'european']","US",8,501457,47.893,7.9
"Monster","MOVIE",2003,"R",110,"['crime', 'drama', 'thriller', 'european']","US",7.3,150339,16.309,7.2
"Rambo","MOVIE",2008,"R",92,"['action', 'thriller', 'war', 'european']","GLOBAL",7,230333,72.224,6.6
"Something's Gotta Give","MOVIE",2003,"PG-13",128,"['drama', 'comedy', 'romance']","US",6.7,121364,14.619,6.6
"Harold & Kumar Go to White Castle","MOVIE",2004,"R",83,"['comedy']","US",7,194695,15.026,6.5
"Thir13en Ghosts","MOVIE",2001,"R",91,"['horror', 'thriller', 'fantasy']","GLOBAL",5.6,87083,50.592,6.2
"Merlin","SHOW",2008,"TV-PG",44,"['action', 'drama', 'scifi', 'fantasy', 'european']","GB",7.9,80927,74.931,7.9
"Transformers: Prime","SHOW",2010,"TV-Y7",22,"['action', 'animation', 'comedy', 'drama', 'family', 'scifi']","US",7.9,6636,28.925,8
"Cloudy with a Chance of Meatballs","MOVIE",2009,"PG",90,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'romance', 'drama']","US",6.9,229274,58.945,6.6
"The Mole","SHOW",2001,"TV-14",47,"['reality']","GLOBAL",7.6,1155,2.189,7.8
"Offspring","SHOW",2010,NA,44,"['drama', 'comedy']","AU",8.3,4880,10.243,7
"Halloween","MOVIE",2007,"R",109,"['horror']","US",6,119606,38.491,6.2
"Code Geass: Lelouch of the Rebellion","SHOW",2006,"TV-14",24,"['scifi', 'action', 'animation', 'drama', 'war', 'thriller']","JP",8.7,62367,35.011,8.493
"Jackass: The Movie","MOVIE",2002,"R",88,"['comedy', 'documentation', 'action']","US",6.6,94423,25.23,6.3
"Semi-Pro","MOVIE",2008,"R",94,"['comedy', 'sport', 'european']","US",5.8,82159,12.789,5.6
"The Lake House","MOVIE",2006,"PG",99,"['drama', 'thriller', 'fantasy', 'romance', 'documentation']","US",6.8,149070,16.31,7
"The Girl Next Door","MOVIE",2007,"R",91,"['crime', 'drama', 'horror', 'thriller']","US",6.5,26293,13.131,6.7
"The Book of Eli","MOVIE",2010,"R",118,"['scifi', 'action', 'thriller', 'drama', 'european']","US",6.8,314920,30.476,6.8
"Blood Diamond","MOVIE",2006,"R",143,"['drama', 'thriller', 'action']","GLOBAL",8,541547,47.39,7.5
"Just Like Heaven","MOVIE",2005,"PG-13",95,"['romance', 'drama', 'comedy', 'fantasy']","US",6.7,108029,17.486,6.9
"Ip Man","MOVIE",2008,"R",106,"['drama', 'fantasy', 'comedy', 'history', 'action']","HK",8,222372,21.074,7.7
"21","MOVIE",2008,"PG-13",123,"['crime', 'drama', 'history', 'thriller']","US",6.8,249016,27.013,6.7
"Friday the 13th","MOVIE",2009,"R",97,"['horror', 'thriller']","US",5.5,106970,45.551,5.8
"Gurren Lagann","SHOW",2007,"TV-14",24,"['action', 'scifi', 'animation', 'comedy', 'drama']","JP",8.3,17024,27.924,8.2
"Let Me In","MOVIE",2010,"R",116,"['drama', 'horror', 'thriller', 'fantasy', 'european']","GLOBAL",7.1,121008,22.791,6.8
"Dead Set","SHOW",2008,"TV-MA",141,"['scifi', 'reality', 'thriller', 'comedy', 'drama', 'horror', 'european']","GB",7.6,19812,9.68,7.3
"A Nightmare on Elm Street","MOVIE",2010,"R",95,"['horror', 'thriller', 'crime', 'drama']","US",5.2,99894,39.672,5.5
"Winx Club","SHOW",2004,"TV-G",23,"['animation', 'action', 'comedy', 'family', 'fantasy', 'thriller', 'european']","IT",6.2,6700,25.633,8.222
"Miss Congeniality 2: Armed and Fabulous","MOVIE",2005,"PG-13",115,"['action', 'comedy', 'crime']","US",5.1,74637,21.495,5.7
"The Bucket List","MOVIE",2007,"PG-13",97,"['drama', 'comedy', 'european']","US",7.4,244028,22,7.2
"Octonauts","SHOW",2010,"TV-Y",15,"['action', 'animation', 'comedy', 'family']","GB",7.6,1083,40.327,7.4
"Sonic X","SHOW",2003,"TV-Y7",21,"['family', 'animation', 'action', 'comedy', 'drama', 'thriller', 'fantasy', 'scifi']","JP",6.2,4709,37.945,7.5
"Scary Movie 4","MOVIE",2006,"PG-13",83,"['comedy', 'horror']","US",5.1,120997,83.018,5.5
"The Sweetest Thing","MOVIE",2002,"R",84,"['comedy', 'romance']","US",5.1,58884,10.625,5.5
"How Do You Know","MOVIE",2010,"PG-13",121,"['comedy', 'drama', 'romance']","US",5.4,50383,9.889,5.251
"Mr. Bean's Holiday","MOVIE",2007,"G",90,"['family', 'comedy', 'european']","GLOBAL",6.4,125160,32.512,6.3
"The Interpreter","MOVIE",2005,"PG-13",128,"['thriller', 'crime', 'european']","GLOBAL",6.4,106781,12.694,6.299
"John Q","MOVIE",2002,"PG-13",116,"['drama', 'thriller', 'crime']","US",7,133215,32.229,7.121
"3 Idiots","MOVIE",2009,"PG-13",170,"['drama', 'comedy']","IN",8.4,390739,44.999,8
"The One","MOVIE",2001,"PG-13",87,"['thriller', 'action', 'scifi']","US",5.9,92007,21.223,6.1
"H2O: Just Add Water","SHOW",2006,"TV-PG",25,"['scifi', 'drama', 'family', 'fantasy']","AU",7.2,15179,30.832,7.8
"The Texas Chainsaw Massacre","MOVIE",2003,"R",98,"['horror', 'crime']","US",6.2,141736,80.47,6.2
"Still Game","SHOW",2002,"TV-14",29,"['comedy', 'european']","GB",8.9,7689,5.128,8.3
"The Cat in the Hat","MOVIE",2003,"PG",82,"['family', 'fantasy', 'comedy', 'action']","US",4,82684,66.8,5.3
"Tears of the Sun","MOVIE",2003,"R",121,"['war', 'action', 'drama', 'thriller']","US",6.6,121957,43.254,6.797
"Due Date","MOVIE",2010,"R",95,"['comedy', 'drama']","US",6.5,341390,36.06,6.3
"Black Butler","SHOW",2008,"TV-MA",25,"['scifi', 'animation', 'drama', 'thriller', 'comedy', 'fantasy', 'action', 'horror', 'crime']","JP",8.2,1877,36.122,7.5
"We Are Marshall","MOVIE",2006,"PG",131,"['drama', 'sport']","US",7,61345,13.173,6.9
"Blood and Bone","MOVIE",2009,"R",93,"['thriller', 'sport', 'action', 'crime', 'drama']","US",6.7,33051,33.787,7.4
"Freddy vs. Jason","MOVIE",2003,"R",97,"['horror', 'action']","GLOBAL",5.7,118925,65.747,6
"The Golden Compass","MOVIE",2007,"PG-13",113,"['action', 'fantasy', 'family']","GLOBAL",6.1,187485,20.255,6
"The 4400","SHOW",2004,"TV-14",44,"['drama', 'scifi', 'thriller']","US",7.3,45249,37.169,7.2
"The Men Who Stare at Goats","MOVIE",2009,"R",94,"['comedy', 'war']","GLOBAL",6.2,132177,19.022,6
"Strawberry Shortcake","SHOW",2003,"TV-Y",23,"['animation', 'family']","US",7,13,31.584,6.9
"Shaun the Sheep","SHOW",2007,"TV-G",7,"['animation', 'comedy', 'family', 'european']","GB",8.1,28,31.375,7.9
"Cleaner","MOVIE",2007,"R",88,"['thriller', 'crime']","US",6.1,42285,11.509,6
"Toradora!","SHOW",2008,"TV-14",30,"['animation', 'comedy', 'drama', 'romance']","JP",8,14828,24.352,8.5
"Big Time Rush","SHOW",2009,"TV-G",25,"['family', 'comedy']","US",6.3,12288,55.706,8.774
"Monster House","MOVIE",2006,"PG",91,"['animation', 'comedy', 'family', 'fantasy']","US",6.6,117008,51.891,6.6
"Good Luck Chuck","MOVIE",2007,NA,101,"['comedy', 'romance']","GLOBAL",5.6,90212,30.423,5.9
"10,000 BC","MOVIE",2008,"PG-13",109,"['action', 'drama', 'fantasy', 'history', 'thriller']","GLOBAL",5.1,130813,24.671,5.4
"Cop Out","MOVIE",2010,"R",107,"['crime', 'action', 'comedy', 'thriller']","US",5.5,88026,13.63,5.6
"The Cave","MOVIE",2005,"PG-13",97,"['horror', 'thriller', 'action', 'scifi', 'european']","GLOBAL",5.1,38734,13.695,5.3
"Starsky & Hutch","MOVIE",2004,"PG-13",101,"['comedy', 'crime']","US",6.1,146880,13.938,5.8
"New York Minute","MOVIE",2004,"PG",87,"['comedy', 'crime', 'family', 'romance']","US",4.9,23476,11.818,6.2
"Rumor Has It...","MOVIE",2005,"PG-13",97,"['romance', 'comedy', 'drama']","GLOBAL",5.5,58247,13.521,5.6
"Comedian","MOVIE",2002,"R",82,"['comedy', 'documentation']","US",6.9,6985,4.854,6.7
"Catch and Release","MOVIE",2006,"PG-13",111,"['drama', 'romance', 'comedy']","US",5.9,26528,9.435,5.9
"Midnight Diner","SHOW",2009,"TV-MA",27,"['drama', 'comedy']","JP",8.6,2256,7.356,7.9
"Lagaan: Once Upon a Time in India","MOVIE",2001,"PG",224,"['romance', 'drama', 'action', 'sport']","IN",8.1,111053,10.097,7.3
"Pocoyo","SHOW",2005,"TV-G",11,"['animation', 'family', 'comedy', 'european']","GLOBAL",3.9,93,27.339,7.1
"Total Drama Island","SHOW",2007,"TV-PG",23,"['war', 'reality', 'animation', 'action', 'comedy', 'drama', 'family']","CA",7.3,10886,16.655,7.3
"Kath & Kim","SHOW",2002,NA,24,"['comedy']","AU",8.3,4261,3.926,6.6
"No Direction Home: Bob Dylan","MOVIE",2005,"G",208,"['documentation', 'music']","GLOBAL",NA,NA,7.58,7.7
"Friends with Money","MOVIE",2006,"R",88,"['comedy', 'drama', 'romance']","US",5.8,30468,11.86,5.1
"Ip Man 2","MOVIE",2010,"R",108,"['drama', 'action', 'history', 'sport']","GLOBAL",7.5,104500,4.516,7.5
"Life As We Know It","MOVIE",2010,"PG-13",114,"['comedy', 'romance', 'drama']","US",6.5,131623,40.534,6.9
"Death at a Funeral","MOVIE",2010,"R",92,"['comedy', 'drama']","US",5.7,49901,15.989,5.8
"Dreamer: Inspired By a True Story","MOVIE",2005,"PG",106,"['family', 'drama', 'sport', 'fantasy']","US",6.8,13205,10.235,6.9
"Jackass 2.5","MOVIE",2007,NA,61,"['documentation', 'comedy']","US",NA,NA,28.197,6.1
"Premonition","MOVIE",2007,"PG-13",96,"['thriller', 'drama', 'fantasy']","US",5.9,78494,14.21,6.3
"Soul Plane","MOVIE",2004,"R",86,"['romance', 'comedy']","US",4.5,23048,21.864,5.3
"Metallica: Some Kind of Monster","SHOW",2004,"TV-MA",84,"['western']","GLOBAL",NA,NA,0.893,NA
"The Texas Chainsaw Massacre: The Beginning","MOVIE",2006,"R",91,"['thriller', 'horror', 'documentation']","US",5.8,72845,57.763,6.1
"The Contractor","MOVIE",2007,"R",98,"['thriller', 'european']","GLOBAL",NA,NA,15.026,5.6
"Ouran High School Host Club","SHOW",2006,"TV-14",23,"['comedy', 'drama', 'animation', 'romance']","JP",8.2,9929,18.186,8.4
"Masha and the Bear","SHOW",2009,"TV-Y",7,"['family', 'action', 'animation', 'comedy']","RU",7.5,3169,38.171,6.9
"Louis C.K.: Hilarious","MOVIE",2010,NA,84,"['comedy']","US",8.4,12089,5.717,7.9
"Mobile Suit Gundam Unicorn","SHOW",2010,"TV-14",36,"['scifi', 'animation', 'action', 'drama', 'war']","JP",7.8,1291,10.936,7.9
"Wakfu","SHOW",2008,"TV-Y7",22,"['action', 'scifi', 'family', 'fantasy', 'animation', 'european']","FR",8.1,1497,19.736,8.9
"Deck the Halls","MOVIE",2006,"PG",93,"['family', 'comedy']","US",5,27936,11.999,5.5
"Takers","MOVIE",2010,"PG-13",107,"['action', 'crime', 'drama', 'thriller']","US",6.2,62464,15.872,6.228
"Vampire Knight","SHOW",2008,"TV-14",25,"['animation', 'drama', 'action', 'scifi', 'thriller', 'fantasy', 'horror', 'romance']","JP",7.3,5245,17.547,8.4
"Boys Over Flowers","SHOW",2009,"TV-14",64,"['comedy', 'drama', 'romance']","KR",7.9,11902,80.384,8.28
"Like Stars on Earth","MOVIE",2007,"PG",165,"['drama', 'family']","IN",8.3,189685,17.66,8.012
"Did You Hear About the Morgans?","MOVIE",2009,"PG-13",103,"['comedy', 'drama', 'romance']","US",4.9,40551,12.459,5.4
"Stuart Little 2","MOVIE",2002,"G",78,"['animation', 'comedy', 'family', 'action', 'fantasy']","US",5.5,54193,36.691,5.733
"The Garfield Show","SHOW",2009,"TV-G",17,"['animation', 'comedy', 'family', 'european']","US",5.4,2578,25.677,5.2
"Ben & Holly's Little Kingdom","SHOW",2009,"TV-G",14,"['animation', 'comedy', 'family', 'fantasy', 'european']","GB",7.4,1261,11.735,6.6
"Half Past Dead","MOVIE",2002,"PG-13",98,"['thriller', 'action', 'crime', 'european']","GLOBAL",4.6,15740,12.906,5.2
"Code Lyoko","SHOW",2003,"TV-G",24,"['action', 'animation', 'comedy', 'thriller', 'scifi', 'family', 'romance', 'fantasy']","FR",7.3,5165,9.597,7.7
"DreamWorks Shrek's Swamp Stories","SHOW",2010,"TV-PG",24,"['comedy', 'family', 'fantasy', 'horror', 'music', 'animation', 'scifi']","US",6.5,346,5.014,8.8
"Christmas with the Kranks","MOVIE",2004,"PG",99,"['comedy', 'family']","US",5.4,49302,17.708,6.1
"The Game","SHOW",2006,"TV-14",22,"['drama', 'comedy', 'romance', 'sport']","US",6.6,4449,12.124,8.4
"Monty Python: Almost the Truth (The Lawyer's Cut)","SHOW",2009,"TV-MA",55,"['comedy', 'documentation']","US",8.1,1768,2.422,7.9
"Alpha and Omega","MOVIE",2010,"PG",88,"['animation', 'family', 'comedy', 'action', 'romance']","GLOBAL",5.1,14362,13.523,5.9
"Pororo the Little Penguin","SHOW",2003,NA,9,"['scifi', 'family', 'animation', 'action']","KR",6.3,91,4.404,5
"The Legend of Bruce Lee","SHOW",2008,NA,45,"['action', 'drama']","CN",7,1422,21.479,6
"Den-noh Coil","SHOW",2007,"TV-Y7",25,"['scifi', 'animation', 'comedy', 'drama']","JP",7.8,881,13.045,7.9
"Open Season 2","MOVIE",2008,"PG",76,"['comedy']","US",NA,NA,18.558,5.8
"Initial D","MOVIE",2005,NA,107,"['crime', 'thriller', 'drama', 'action', 'animation', 'romance', 'comedy']","GLOBAL",6.3,8678,18.607,6.7
"Naruto Shippuden the Movie","MOVIE",2007,"PG-13",94,"['animation', 'action', 'fantasy', 'family']","JP",6.7,4090,316.471,7.2
"Gifted Hands: The Ben Carson Story","MOVIE",2009,NA,86,"['drama']","US",7.6,10881,43.409,7.8
"The Legend of the Nahuala","MOVIE",2007,"PG",80,"['fantasy', 'animation', 'family']","MX",6.1,511,47.66,7.6
"One Piece: Strong World","MOVIE",2009,"PG-13",114,"['fantasy', 'action', 'animation']","JP",7.5,5467,39.946,7.5
"Chaos","MOVIE",2005,"R",106,"['crime', 'drama', 'action', 'thriller', 'european']","GLOBAL",6.4,54900,17.029,6.3
"Waist Deep","MOVIE",2006,"R",97,"['thriller', 'action', 'drama', 'crime']","US",5.8,9990,15.58,6.6
"Zig and Sharko","SHOW",2010,NA,9,"['comedy', 'romance', 'action', 'animation', 'family', 'fantasy', 'european']","FR",6.8,671,19.476,5.8
"Trailer Park Boys: The Movie","MOVIE",2006,"R",95,"['comedy', 'crime']","CA",7.1,12910,6.191,6.7
"Johnny Test","SHOW",2005,"TV-Y7",18,"['animation', 'comedy', 'drama', 'family', 'scifi', 'action']","GLOBAL",5.1,8322,22.516,5.6
"Tito","MOVIE",2004,NA,120,"['documentation', 'crime', 'drama', 'romance', 'action']","EG",7.2,3214,1.814,7.8
"Even the Rain","MOVIE",2010,NA,104,"['drama', 'european', 'history']","GLOBAL",7.4,13533,8.526,6.9
"Katt Williams: The Pimp Chronicles Pt. 1","MOVIE",2006,NA,46,"['comedy', 'documentation']","US",7.6,1819,3.787,6.5
"Bo on the Go!","SHOW",2007,NA,22,"['animation']","CA",4.2,123,1.52,6
"Udaan","MOVIE",2010,"R",138,"['drama']","IN",8.1,44862,5.019,7.3
"Om Shanti Om","MOVIE",2007,"PG",162,"['thriller', 'drama', 'action', 'comedy', 'fantasy', 'romance']","IN",6.7,43052,11.847,7.021
"Trailer Park Boys: Countdown to Liquor Day","MOVIE",2009,"R",102,"['comedy', 'crime']","CA",7.3,7488,4.683,6.8
"Half & Half","SHOW",2002,"TV-14",21,"['comedy']","US",7,1860,8.06,8.1
"Kabhi Khushi Kabhie Gham","MOVIE",2001,"G",210,"['drama', 'romance']","IN",7.4,49273,13.699,7.9
"Kal Ho Naa Ho","MOVIE",2003,"PG",186,"['drama', 'romance', 'comedy']","IN",7.9,68551,12.001,7.5
"Jab We Met","MOVIE",2007,"PG-13",144,"['romance', 'comedy', 'drama']","IN",7.9,52531,8.69,7.4
"From Within","MOVIE",2008,"R",89,"['horror', 'thriller', 'documentation', 'war', 'european']","US",5.6,7650,7.282,5.6
"Black Friday","MOVIE",2004,"R",161,"['crime', 'history', 'action', 'drama']","IN",8.4,20768,5.753,7.4
"Kung Fu Panda Awesome Secrets","SHOW",2008,"TV-PG",32,"['action', 'animation', 'comedy', 'family']","US",7.1,59,NA,NA
"Jodhaa Akbar","MOVIE",2008,"PG-13",214,"['romance', 'history', 'war', 'action', 'drama']","IN",7.5,32440,11.959,7.4
"Dinosaur King","SHOW",2007,NA,20,"['action', 'animation', 'scifi', 'comedy', 'family', 'western']","JP",5.6,737,28.909,8.2
"Cairo 6,7,8","MOVIE",2010,NA,100,"['drama']","EG",7.4,4421,4.431,7.7
"Zach Galifianakis: Live at the Purple Onion","MOVIE",2007,NA,61,"['comedy', 'documentation']","US",7.2,3977,4.43,7
"First Sunday","MOVIE",2008,"PG-13",96,"['comedy', 'action', 'crime', 'drama']","US",4.5,10927,8.809,5.6
"El Escamoso","SHOW",2001,"TV-14",48,"['drama', 'comedy']","CO",7.5,325,32.626,7.8
"Inuyasha the Movie: Affections Touching Across Time","MOVIE",2001,"PG-13",99,"['action', 'animation', 'fantasy']","JP",7.2,2593,36.262,7.6
"Swades","MOVIE",2004,"G",189,"['drama', 'european']","GLOBAL",8.1,89556,10.352,7.4
"Bon Cop Bad Cop","MOVIE",2006,"PG-13",116,"['comedy', 'crime', 'action', 'scifi', 'drama', 'thriller']","CA",6.5,61,7.956,6.4
"Horrid Henry","SHOW",2006,NA,13,"['animation', 'comedy', 'family', 'music', 'fantasy', 'european']","GB",6.3,944,2.36,8
"The Boy Who Cried Werewolf","MOVIE",2010,"G",97,"['fantasy', 'horror', 'family', 'comedy']","GLOBAL",5.9,3315,17.774,6.4
"Rang De Basanti","MOVIE",2006,"PG-13",157,"['drama', 'history', 'comedy', 'crime']","IN",8.1,118477,6.848,7.2
"The Mafia Dolls","SHOW",2009,"TV-14",43,"['drama', 'action']","CO",6.6,293,27.667,7.4
"Vientos de agua","SHOW",2006,"TV-MA",73,"['drama']","GLOBAL",8.8,1051,1.41,8.8
"Timmy Time","SHOW",2009,"TV-Y",14,"['animation', 'comedy', 'family', 'fantasy', 'european']","GB",6.9,1111,14.959,6.2
"Iris","SHOW",2009,"TV-14",61,"['action', 'drama', 'comedy', 'reality', 'romance', 'thriller']","KR",7.8,1951,9.239,7.6
"Guru","MOVIE",2007,"PG-13",166,"['romance', 'documentation', 'drama', 'european']","IN",7.7,23708,8.071,6.7
"Whitney Cummings: Money Shot","MOVIE",2010,NA,48,"['comedy', 'documentation']","US",6.2,917,2.718,5.9
"Welcome","MOVIE",2007,NA,160,"['drama', 'action', 'comedy', 'romance', 'crime']","IN",7,22243,8.815,6.5
"Jim Gaffigan: King Baby","MOVIE",2009,NA,72,"['comedy', 'documentation']","US",7.7,2564,4.283,7
"Mike Birbiglia: What I Should Have Said Was Nothing","MOVIE",2008,NA,60,"['comedy']","US",7.6,1794,3.826,7.5
"Tayo the Little Bus","SHOW",2010,"TV-Y",11,"['animation', 'comedy', 'family']","KR",5.3,158,4.871,6.3
"Dil Chahta Hai","MOVIE",2001,"G",184,"['romance', 'comedy', 'drama']","IN",8.1,71586,5.704,7
"Anbe Sivam","MOVIE",2003,NA,160,"['comedy', 'drama']","IN",8.7,21167,4.634,7.5
"One on One","SHOW",2001,"TV-14",20,"['comedy']","US",7,2323,6.204,7.9
"Tony Manero","MOVIE",2008,NA,97,"['drama', 'music']","CL",6.8,4255,3.891,6.3
"A Lion in the House","MOVIE",2006,NA,225,"['documentation']","US",8.7,324,2.821,6.5
