"genres","word","sentiment","n"
"Art House & International","flashy","positive",68
"Art House & International","hurt","negative",68
"Art House & International","meticulously","positive",68
"Art House & International","mistake","negative",68
"Art House & International","paranoia","negative",68
"Art House & International","slog","negative",68
"Art House & International","stronger","positive",68
"Art House & International","unrelenting","negative",68
"Art House & International","youthful","positive",68
"Classics","striking","positive",68
"Classics","warm","positive",68
"Comedy","alarming","negative",68
"Comedy","anemic","negative",68
"Comedy","articulate","positive",68
"Comedy","brittle","negative",68
"Comedy","contribution","positive",68
"Comedy","disingenuous","negative",68
"Comedy","dragging","negative",68
"Comedy","exasperating","negative",68
"Comedy","hateful","negative",68
"Comedy","joyously","positive",68
"Comedy","levity","positive",68
"Comedy","mania","negative",68
"Comedy","muddle","negative",68
"Comedy","nauseating","negative",68
"Comedy","perversely","negative",68
"Comedy","reliably","positive",68
"Comedy","reluctant","negative",68
"Comedy","suffice","positive",68
"Comedy","tediously","negative",68
"Comedy","wealthy","positive",68
"Documentary","revolutionary","positive",68
"Drama","abysmal","negative",68
"Drama","arduous","negative",68
"Drama","cramped","negative",68
"Drama","doubtless","positive",68
"Drama","dreadfully","negative",68
"Drama","foolishness","negative",68
"Drama","ignorant","negative",68
"Drama","misfortune","negative",68
"Drama","rattle","negative",68
"Drama","sloppily","negative",68
"Drama","stink","negative",68
"Drama","sunk","negative",68
"Drama","ultimatum","negative",68
"Drama","versatility","positive",68
"Drama","wobbles","negative",68
"Horror","celebration","positive",68
"Horror","desperation","negative",68
"Horror","gimmicky","negative",68
"Horror","inspire","positive",68
"Horror","knife","negative",68
"Horror","respectable","positive",68
"Horror","shoddy","negative",68
"Horror","toxic","negative",68
"Kids & Family","farce","negative",68
"Kids & Family","meaningful","positive",68
"Kids & Family","repetitive","negative",68
"Kids & Family","unfortunate","negative",68
"Musical & Performing Arts","award","positive",68
"Musical & Performing Arts","charisma","positive",68
"Musical & Performing Arts","consistently","positive",68
"Musical & Performing Arts","poorly","negative",68
"Musical & Performing Arts","sadly","negative",68
"Musical & Performing Arts","spiritual","positive",68
"Mystery & Suspense","breakthrough","positive",68
"Mystery & Suspense","foul","negative",68
"Mystery & Suspense","freaks","negative",68
"Mystery & Suspense","fugitive","negative",68
"Mystery & Suspense","incoherence","negative",68
"Mystery & Suspense","lying","negative",68
"Mystery & Suspense","negative","negative",68
"Mystery & Suspense","notorious","negative",68
"Mystery & Suspense","overdone","negative",68
"Mystery & Suspense","protect","positive",68
"Mystery & Suspense","refusal","negative",68
"Mystery & Suspense","rogue","negative",68
"Mystery & Suspense","solemn","negative",68
"Mystery & Suspense","stew","negative",68
"Mystery & Suspense","ugliness","negative",68
"Mystery & Suspense","ultimatum","negative",68
"Romance","fleeting","negative",68
"Romance","sink","negative",68
"Romance","unusually","negative",68
"Science Fiction & Fantasy","comfortably","positive",68
"Science Fiction & Fantasy","convincingly","positive",68
"Science Fiction & Fantasy","crashing","negative",68
"Science Fiction & Fantasy","delirious","negative",68
"Science Fiction & Fantasy","empowerment","positive",68
"Science Fiction & Fantasy","excellence","positive",68
"Science Fiction & Fantasy","fearless","positive",68
"Science Fiction & Fantasy","fright","negative",68
"Science Fiction & Fantasy","insanely","negative",68
"Science Fiction & Fantasy","renaissance","positive",68
"Science Fiction & Fantasy","skillfully","positive",68
"Science Fiction & Fantasy","sturdy","positive",68
"Science Fiction & Fantasy","wholesome","positive",68
"Science Fiction & Fantasy","zippy","positive",68
"Special Interest","failure","negative",68
"Special Interest","honesty","positive",68
"Special Interest","oddly","negative",68
"Special Interest","pretentious","negative",68
"Special Interest","thrill","positive",68
"Special Interest","vibrant","positive",68
"Western","dead","negative",68
"Action & Adventure","bonus","positive",67
"Action & Adventure","embarrassingly","negative",67
"Action & Adventure","enthralled","positive",67
"Action & Adventure","fiasco","negative",67
"Action & Adventure","grateful","positive",67
"Action & Adventure","infuriating","negative",67
"Action & Adventure","mock","negative",67
"Action & Adventure","morbid","negative",67
"Action & Adventure","progressive","positive",67
"Action & Adventure","rampant","negative",67
"Action & Adventure","redeem","positive",67
"Action & Adventure","slaughter","negative",67
"Action & Adventure","virus","negative",67
"Animation","bore","negative",67
"Animation","feat","positive",67
"Animation","soft","positive",67
"Art House & International","apocalyptic","negative",67
"Art House & International","dying","negative",67
"Art House & International","excuse","negative",67
"Art House & International","fame","positive",67
"Art House & International","lazy","negative",67
"Art House & International","likes","positive",67
"Art House & International","masterpieces","positive",67
"Art House & International","risks","negative",67
"Art House & International","smoke","negative",67
"Art House & International","sweetly","positive",67
"Art House & International","unconvincing","negative",67
"Art House & International","weirdly","negative",67
"Classics","poetic","positive",67
"Classics","suffers","negative",67
"Comedy","brutality","negative",67
"Comedy","champion","positive",67
"Comedy","creeps","negative",67
"Comedy","debauchery","negative",67
"Comedy","distress","negative",67
"Comedy","fabulously","positive",67
"Comedy","fuss","negative",67
"Comedy","futile","negative",67
"Comedy","guidance","positive",67
"Comedy","hung","negative",67
"Comedy","murky","negative",67
"Comedy","plague","negative",67
"Comedy","racy","negative",67
"Comedy","reconciliation","positive",67
"Comedy","senseless","negative",67
"Comedy","surrender","negative",67
"Comedy","taboo","negative",67
"Comedy","warmhearted","positive",67
"Documentary","bully","negative",67
"Documentary","celebratory","positive",67
"Documentary","criminal","negative",67
"Documentary","exuberant","positive",67
"Documentary","invaluable","positive",67
"Documentary","magical","positive",67
"Documentary","marvelous","positive",67
"Documentary","painfully","negative",67
"Documentary","poorly","negative",67
"Documentary","righteous","positive",67
"Documentary","safe","positive",67
"Documentary","sick","negative",67
"Documentary","stylish","positive",67
"Drama","brutish","negative",67
"Drama","chronic","negative",67
"Drama","dependable","positive",67
"Drama","disaffected","negative",67
"Drama","disintegration","negative",67
"Drama","hating","negative",67
"Drama","insignificant","negative",67
"Drama","lackadaisical","negative",67
"Drama","loveless","negative",67
"Drama","miscalculation","negative",67
"Drama","payback","negative",67
"Drama","precarious","negative",67
"Drama","rash","negative",67
"Drama","spellbound","positive",67
"Drama","tenuous","negative",67
"Drama","unsettled","negative",67
"Drama","woe","negative",67
"Horror","failing","negative",67
"Horror","hopelessly","negative",67
"Horror","inane","negative",67
"Horror","monotonous","negative",67
"Horror","regard","positive",67
"Horror","rewarding","positive",67
"Horror","ruin","negative",67
"Horror","shortcomings","negative",67
"Horror","skillfully","positive",67
"Horror","sublime","positive",67
"Kids & Family","adventurous","positive",67
"Kids & Family","die","negative",67
"Kids & Family","instantly","positive",67
"Kids & Family","leading","positive",67
"Kids & Family","savvy","positive",67
"Musical & Performing Arts","charismatic","positive",67
"Musical & Performing Arts","dynamic","positive",67
"Musical & Performing Arts","loses","negative",67
"Musical & Performing Arts","notorious","negative",67
"Musical & Performing Arts","passionate","positive",67
"Musical & Performing Arts","repetitive","negative",67
"Musical & Performing Arts","unusual","negative",67
"Mystery & Suspense","bumps","negative",67
"Mystery & Suspense","consummate","positive",67
"Mystery & Suspense","deserving","positive",67
"Mystery & Suspense","dick","negative",67
"Mystery & Suspense","explode","negative",67
"Mystery & Suspense","gain","positive",67
"Mystery & Suspense","inconsistencies","negative",67
"Mystery & Suspense","kudos","positive",67
"Mystery & Suspense","scandal","negative",67
"Romance","adore","positive",67
"Romance","burning","negative",67
"Romance","critical","negative",67
"Romance","denying","negative",67
"Romance","eager","positive",67
"Romance","positively","positive",67
"Romance","sparkle","positive",67
"Romance","startling","negative",67
"Science Fiction & Fantasy","angel","positive",67
"Science Fiction & Fantasy","dire","negative",67
"Science Fiction & Fantasy","feeble","negative",67
"Science Fiction & Fantasy","joyful","positive",67
"Science Fiction & Fantasy","longing","negative",67
"Science Fiction & Fantasy","meaningless","negative",67
"Science Fiction & Fantasy","neatly","positive",67
"Science Fiction & Fantasy","overlook","negative",67
"Science Fiction & Fantasy","radical","negative",67
"Science Fiction & Fantasy","smoke","negative",67
"Science Fiction & Fantasy","strikingly","positive",67
